OLID,type,location
OL141510A,{'key': '/type/author'},"Uppsala, Sweden"
OL151961A,{'key': '/type/author'},
OL182332A,{'key': '/type/author'},http://lapecerarevista.blogspot.com/
OL1954849A,{'key': '/type/author'},
OL2738599A,{'key': '/type/author'},
OL4839966A,{'key': '/type/author'},
OL1554066A,{'key': '/type/author'},
OL2083169A,{'key': '/type/author'},
OL5500407A,{'key': '/type/author'},
OL643660A,{'key': '/type/author'},
OL2469659A,{'key': '/type/author'},
OL1081241A,{'key': '/type/author'},
OL2328289A,{'key': '/type/author'},
OL506465A,{'key': '/type/author'},
OL66601A,{'key': '/type/author'},
OL1643612A,{'key': '/type/author'},
OL1745141A,{'key': '/type/author'},
OL188318A,{'key': '/type/author'},
OL2000076A,{'key': '/type/author'},
OL204401A,{'key': '/type/author'},New York
OL2385417A,{'key': '/type/author'},
OL25926A,{'key': '/type/author'},"Berkeley, CA"
OL332315A,{'key': '/type/author'},
OL5929731A,{'key': '/type/author'},
OL602797A,{'key': '/type/author'},
OL1185842A,{'key': '/type/author'},Singapore
OL1423899A,{'key': '/type/author'},
OL1433745A,{'key': '/type/author'},
OL2748402A,{'key': '/type/author'},"Hollywood, CA"
OL3485262A,{'key': '/type/author'},
OL438947A,{'key': '/type/author'},
OL2231703A,{'key': '/type/author'},
OL2722863A,{'key': '/type/author'},Etats-Unis
OL2930917A,{'key': '/type/author'},
OL6521069A,{'key': '/type/author'},"England, U.K."
OL155810A,{'key': '/type/author'},
OL22105A,{'key': '/type/author'},
OL2460646A,{'key': '/type/author'},
OL282701A,{'key': '/type/author'},
OL286210A,{'key': '/type/author'},Alicante
OL2963382A,{'key': '/type/author'},"Berlin, New Hampshire"
OL516998A,{'key': '/type/author'},
OL54758A,{'key': '/type/author'},
OL1723608A,{'key': '/type/author'},
OL2105962A,{'key': '/type/author'},
OL21218A,{'key': '/type/author'},"New York City, NY"
OL25186A,{'key': '/type/author'},
OL291895A,{'key': '/type/author'},
OL30266A,{'key': '/type/author'},
OL329552A,{'key': '/type/author'},
OL33016A,{'key': '/type/author'},
OL382287A,{'key': '/type/author'},
OL15201A,{'key': '/type/author'},
OL22945A,{'key': '/type/author'},
OL2924648A,{'key': '/type/author'},
OL2927916A,{'key': '/type/author'},
OL4279317A,{'key': '/type/author'},
OL1635903A,{'key': '/type/author'},Saint montan en ardèche
OL1804776A,{'key': '/type/author'},
OL19496A,{'key': '/type/author'},
OL3020562A,{'key': '/type/author'},
OL38853A,{'key': '/type/author'},
OL4995709A,{'key': '/type/author'},
OL6713004A,{'key': '/type/author'},
OL6787668A,{'key': '/type/author'},
OL1042835A,{'key': '/type/author'},"Philadelphia, PA"
OL1354474A,{'key': '/type/author'},"Cincinnati, Ohio"
OL155023A,{'key': '/type/author'},
OL388179A,{'key': '/type/author'},
OL5855581A,{'key': '/type/author'},
OL105306A,{'key': '/type/author'},
OL2627043A,{'key': '/type/author'},
OL356641A,{'key': '/type/author'},
OL4404132A,{'key': '/type/author'},
OL4429427A,{'key': '/type/redirect'},/authors/OL814126A
OL4669853A,{'key': '/type/author'},"Gujarat, India."
OL1180577A,{'key': '/type/author'},
OL1337517A,{'key': '/type/author'},
OL2241897A,{'key': '/type/author'},"Harrisburg, PA"
OL240999A,{'key': '/type/author'},
OL619917A,{'key': '/type/author'},
OL127055A,{'key': '/type/author'},Moineşti
OL18374A,{'key': '/type/author'},
OL2028585A,{'key': '/type/author'},lamongan
OL247356A,{'key': '/type/author'},
OL2561537A,{'key': '/type/author'},
OL26320A,{'key': '/type/author'},
OL2658408A,{'key': '/type/author'},
OL2684626A,{'key': '/type/author'},
OL5154642A,{'key': '/type/author'},London UK
OL6027463A,{'key': '/type/author'},
OL661285A,{'key': '/type/author'},
OL190966A,{'key': '/type/author'},
OL2308329A,{'key': '/type/author'},
OL6577620A,{'key': '/type/author'},
OL671179A,{'key': '/type/author'},
OL131910A,{'key': '/type/author'},
OL5132590A,{'key': '/type/author'},
OL591137A,{'key': '/type/author'},
OL21831A,{'key': '/type/author'},
OL238242A,{'key': '/type/author'},
OL2487041A,{'key': '/type/author'},PARIS-FRANCE
OL2921864A,{'key': '/type/author'},
OL332422A,{'key': '/type/author'},
OL4211904A,{'key': '/type/author'},
OL5584002A,{'key': '/type/author'},
OL345305A,{'key': '/type/author'},
OL4282257A,{'key': '/type/author'},
OL4325877A,{'key': '/type/author'},
OL475838A,{'key': '/type/author'},
OL1179328A,{'key': '/type/author'},
OL1970832A,{'key': '/type/author'},
OL1695114A,{'key': '/type/author'},
OL18977A,{'key': '/type/author'},"Boonsboro, Maryland, U.S.A."
OL2305206A,{'key': '/type/author'},"Stockholm, Sweden"
OL23431A,{'key': '/type/author'},
OL24638A,{'key': '/type/author'},
OL276417A,{'key': '/type/author'},
OL333834A,{'key': '/type/author'},
OL4087027A,{'key': '/type/author'},
OL421122A,{'key': '/type/author'},
OL4887352A,{'key': '/type/author'},
OL59110A,{'key': '/type/author'},
OL1391454A,{'key': '/type/author'},
OL146605A,{'key': '/type/author'},"Encino, CA"
OL2309487A,{'key': '/type/author'},
OL276249A,{'key': '/type/author'},
OL3523398A,{'key': '/type/author'},Kazaure Nigeria
OL35839A,{'key': '/type/author'},
OL539875A,{'key': '/type/author'},
OL160959A,{'key': '/type/author'},
OL2058908A,{'key': '/type/redirect'},/authors/OL293781A
OL2842761A,{'key': '/type/author'},
OL3412115A,{'key': '/type/author'},
OL4414116A,{'key': '/type/author'},
OL1162523A,{'key': '/type/author'},
OL1180558A,{'key': '/type/author'},
OL1569763A,{'key': '/type/author'},
OL3361571A,{'key': '/type/redirect'},/authors/OL1437590A
OL2249519A,{'key': '/type/author'},
OL2623697A,{'key': '/type/author'},"England, U.K."
OL31598A,{'key': '/type/author'},"Hawthorne, NY"
